=====================================
性能分析报告
=====================================
分析时间: 2026-04-11T18:50:49.689111
执行时间: 3.05秒
内存使用变化: 4.45MB
CPU使用变化: 0.00%

热点函数:
--------------------------------------------------------------------------------
ncalls     tottime    percall    cumtime    percall_cum filename             lineno     function            
--------------------------------------------------------------------------------
        2    0.002    0.001    0.007    0.003 C:\python\python3.12\Lib\site-packages\backtrader\analyzers\annualreturn.py:50(stop)
     1000    0.006    0.000    0.007    0.000 C:\python\python3.12\Lib\site-packages\backtrader\brokers\bbroker.py:622(_ocoize)
     7700    0.005    0.000    0.007    0.000 C:\python\python3.12\Lib\site-packages\backtrader\brokers\bbroker.py:507(getposition)
     1000    0.007    0.000    0.007    0.000 {method 'replace' of 'datetime.datetime' objects}
     7661    0.006    0.000    0.006    0.000 {built-in method builtins.min}
     3170    0.005    0.000    0.006    0.000 C:\python\python3.12\Lib\site-packages\backtrader\brokers\bbroker.py:283(get_notification)
        8    0.000    0.000    0.006    0.001 C:\python\python3.12\Lib\site-packages\pandas\core\internals\managers.py:2278(_consolidate)
     3242    0.005    0.000    0.006    0.000 C:\python\python3.12\Lib\site-packages\backtrader\linebuffer.py:152(buflen)
     5950    0.006    0.000    0.006    0.000 C:\python\python3.12\Lib\site-packages\backtrader\order.py:438(isbuy)
     8022    0.006    0.000    0.006    0.000 C:\python\python3.12\Lib\site-packages\pandas\core\generic.py:366(attrs)
     3248    0.006    0.000    0.006    0.000 C:\python\python3.12\Lib\site-packages\backtrader\feed.py:573(_fromstack)
       12    0.001    0.000    0.005    0.000 C:\python\python3.12\Lib\site-packages\pandas\core\internals\managers.py:317(apply)
       18    0.005    0.000    0.005    0.000 {method 'write' of '_io.TextIOWrapper' objects}
     1672    0.003    0.000    0.005    0.000 C:\python\python3.12\Lib\site-packages\pandas\core\indexes\base.py:912(__len__)
    11392    0.005    0.000    0.005    0.000 {built-in method builtins.abs}
        1    0.000    0.000    0.005    0.005 C:\Users\21471\WorkBuddy\quant system\backtest_system\optimized_backtest_engine.py:283(_collect_results)
      200    0.003    0.000    0.005    0.000 C:\python\python3.12\Lib\site-packages\backtrader\observers\broker.py:108(next)
     8022    0.005    0.000    0.005    0.000 C:\python\python3.12\Lib\site-packages\pandas\core\flags.py:55(allows_duplicate_labels)
     1980    0.005    0.000    0.005    0.000 {built-in method now}
      200    0.003    0.000    0.005    0.000 C:\python\python3.12\Lib\site-packages\backtrader\observers\trades.py:154(next)
        8    0.000    0.000    0.005    0.001 C:\python\python3.12\Lib\concurrent\futures\_base.py:428(result)
     1000    0.003    0.000    0.005    0.000 C:\python\python3.12\Lib\logging\__init__.py:1467(debug)
     3064    0.005    0.000    0.005    0.000 C:\python\python3.12\Lib\site-packages\backtrader\comminfo.py:247(profitandloss)
     1240    0.003    0.000    0.004    0.000 C:\python\python3.12\Lib\site-packages\backtrader\metabase.py:70(donew)
     4878    0.004    0.000    0.004    0.000 C:\python\python3.12\Lib\site-packages\backtrader\lineseries.py:231(__getitem__)
     4554    0.004    0.000    0.004    0.000 C:\python\python3.12\Lib\site-packages\backtrader\comminfo.py:206(getvaluesize)
     1000    0.003    0.000    0.004    0.000 C:\python\python3.12\Lib\site-packages\backtrader\utils\py3.py:112(iteritems)
      400    0.004    0.000    0.004    0.000 C:\python\python3.12\Lib\site-packages\backtrader\analyzers\timereturn.py:138(next)
        1    0.001    0.001    0.004    0.004 C:\Users\21471\WorkBuddy\quant system\backtest_system\backtest_engine.py:429(_safe_infer_dates)
      990    0.004    0.000    0.004    0.000 C:\python\python3.12\Lib\site-packages\backtrader\order.py:62(__init__)
        2    0.000    0.000    0.004    0.002 C:\python\python3.12\Lib\site-packages\backtrader\strategy.py:68(donew)
        2    0.000    0.000    0.004    0.002 C:\python\python3.12\Lib\site-packages\backtrader\strategy.py:393(_start)
     8966    0.004    0.000    0.004    0.000 C:\python\python3.12\Lib\site-packages\backtrader\lineseries.py:143(<lambda>)
     7326    0.004    0.000    0.004    0.000 {built-in method builtins.issubclass}
      990    0.003    0.000    0.004    0.000 C:\python\python3.12\Lib\site-packages\backtrader\analyzers\sqn.py:68(notify_trade)
      404    0.002    0.000    0.004    0.000 C:\python\python3.12\Lib\calendar.py:122(monthrange)
        8    0.001    0.000    0.004    0.000 C:\python\python3.12\Lib\site-packages\pandas\core\series.py:392(__init__)
     7187    0.004    0.000    0.004    0.000 {method 'append' of 'collections.deque' objects}
      500    0.003    0.000    0.004    0.000 C:\python\python3.12\Lib\site-packages\backtrader\trade.py:165(__init__)
    10890    0.004    0.000    0.004    0.000 C:\python\python3.12\Lib\site-packages\backtrader\analyzer.py:214(notify_trade)
       16    0.000    0.000    0.003    0.000 C:\python\python3.12\Lib\site-packages\backtrader\feed.py:202(_start)
        2    0.000    0.000    0.003    0.002 C:\python\python3.12\Lib\site-packages\backtrader\analyzers\calmar.py:83(__init__)
     3168    0.003    0.000    0.003    0.000 C:\python\python3.12\Lib\site-packages\backtrader\position.py:113(__bool__)
        2    0.000    0.000    0.003    0.002 C:\python\python3.12\Lib\site-packages\pandas\core\indexes\datetimes.py:320(__new__)
        4    0.000    0.000    0.003    0.001 C:\python\python3.12\Lib\site-packages\pandas\core\ops\common.py:62(new_method)
        4    0.000    0.000    0.003    0.001 C:\python\python3.12\Lib\site-packages\pandas\core\series.py:6152(_arith_method)
        8    0.000    0.000    0.003    0.000 {built-in method builtins.sum}
        2    0.000    0.000    0.003    0.002 C:\python\python3.12\Lib\site-packages\backtrader\analyzers\sharpe.py:134(__init__)
        4    0.000    0.000    0.003    0.001 C:\python\python3.12\Lib\site-packages\pandas\core\base.py:1380(_arith_method)
     6340    0.003    0.000    0.003    0.000 {method 'popleft' of 'collections.deque' objects}
      990    0.003    0.000    0.003    0.000 C:\python\python3.12\Lib\site-packages\backtrader\order.py:209(iterpending)
        2    0.000    0.000    0.003    0.001 C:\python\python3.12\Lib\site-packages\pandas\core\arrays\datetimes.py:331(_from_sequence_not_strict)
        2    0.000    0.000    0.003    0.001 C:\python\python3.12\Lib\site-packages\backtrader\analyzers\vwr.py:114(__init__)
       10    0.000    0.000    0.003    0.000 {built-in method builtins.sorted}
      160    0.000    0.000    0.003    0.000 C:\python\python3.12\Lib\site-packages\pandas\core\internals\managers.py:2283(<lambda>)
        2    0.000    0.000    0.003    0.001 C:\Users\21471\WorkBuddy\quant system\backtest_system\strategy_adapter.py:200(__init__)
      990    0.003    0.000    0.003    0.000 C:\python\python3.12\Lib\site-packages\backtrader\order.py:414(alive)
        8    0.001    0.000    0.003    0.000 C:\python\python3.12\Lib\site-packages\pandas\core\internals\managers.py:2295(_merge_blocks)
       80    0.001    0.000    0.003    0.000 C:\python\python3.12\Lib\site-packages\pandas\core\internals\blocks.py:227(_consolidate_key)
        2    0.000    0.000    0.003    0.001 C:\python\python3.12\Lib\site-packages\pandas\core\generic.py:7083(_pad_or_backfill)
       18    0.000    0.000    0.003    0.000 C:\python\python3.12\Lib\logging\__init__.py:1595(makeRecord)
     22/2    0.001    0.000    0.003    0.001 C:\python\python3.12\Lib\site-packages\backtrader\lineiterator.py:178(_stage2)
       18    0.001    0.000    0.002    0.000 C:\python\python3.12\Lib\logging\__init__.py:292(__init__)
        2    0.001    0.001    0.002    0.001 C:\python\python3.12\Lib\site-packages\pandas\core\arrays\datetimes.py:2201(_sequence_to_dt64)
        2    0.000    0.000    0.002    0.001 C:\python\python3.12\Lib\site-packages\pandas\core\internals\base.py:299(pad_or_backfill)
     2600    0.002    0.000    0.002    0.000 {method 'toordinal' of 'datetime.date' objects}
     2480    0.002    0.000    0.002    0.000 C:\python\python3.12\Lib\site-packages\backtrader\comminfo.py:187(get_leverage)
      200    0.002    0.000    0.002    0.000 C:\python\python3.12\Lib\site-packages\backtrader\strategy.py:498(clear)
      280    0.002    0.000    0.002    0.000 C:\python\python3.12\Lib\site-packages\backtrader\linebuffer.py:102(reset)
      166    0.001    0.000    0.002    0.000 C:\python\python3.12\Lib\site-packages\backtrader\linebuffer.py:75(__init__)
        8    0.000    0.000    0.002    0.000 C:\python\python3.12\Lib\site-packages\pandas\core\sorting.py:59(get_indexer_indexer)
      200    0.002    0.000    0.002    0.000 C:\Users\21471\WorkBuddy\quant system\test_optimization_performance.py:34(get_buy_signals)
        2    0.000    0.000    0.002    0.001 C:\python\python3.12\Lib\site-packages\pandas\core\internals\blocks.py:1772(pad_or_backfill)
        2    0.000    0.000    0.002    0.001 C:\python\python3.12\Lib\site-packages\backtrader\cerebro.py:1340(stop_writers)
      404    0.002    0.000    0.002    0.000 C:\python\python3.12\Lib\calendar.py:115(weekday)
       86    0.001    0.000    0.002    0.000 C:\python\python3.12\Lib\site-packages\backtrader\lineroot.py:309(_stage2)
       82    0.001    0.000    0.002    0.000 C:\python\python3.12\Lib\site-packages\numpy\core\_dtype.py:346(_name_get)
     1018    0.002    0.000    0.002    0.000 C:\python\python3.12\Lib\logging\__init__.py:1734(isEnabledFor)
     1628    0.002    0.000    0.002    0.000 C:\python\python3.12\Lib\site-packages\pandas\core\arrays\datetimes.py:553(dtype)
     1438    0.002    0.000    0.002    0.000 {built-in method sys._getframe}
     22/2    0.000    0.000    0.002    0.001 C:\python\python3.12\Lib\site-packages\backtrader\lineiterator.py:188(_stage1)
        2    0.000    0.000    0.002    0.001 C:\python\python3.12\Lib\site-packages\pandas\core\series.py:5839(dropna)
        2    0.001    0.000    0.002    0.001 C:\python\python3.12\Lib\site-packages\backtrader\strategy.py:452(getwriterinfo)
       16    0.001    0.000    0.002    0.000 C:\python\python3.12\Lib\site-packages\backtrader\feeds\pandafeed.py:204(start)
        2    0.000    0.000    0.002    0.001 C:\python\python3.12\Lib\site-packages\pandas\core\arraylike.py:192(__sub__)
       16    0.001    0.000    0.002    0.000 C:\python\python3.12\Lib\site-packages\pandas\core\indexes\base.py:843(_engine)
        2    0.000    0.000    0.002    0.001 C:\python\python3.12\Lib\site-packages\pandas\core\dtypes\missing.py:718(remove_na_arraylike)
     2000    0.002    0.000    0.002    0.000 C:\python\python3.12\Lib\site-packages\backtrader\order.py:166(_setplimit)
       16    0.001    0.000    0.002    0.000 C:\python\python3.12\Lib\site-packages\backtrader\feeds\pandafeed.py:163(__init__)
        4    0.000    0.000    0.002    0.000 C:\python\python3.12\Lib\site-packages\pandas\core\series.py:6222(_construct_result)
       18    0.000    0.000    0.002    0.000 C:\python\python3.12\Lib\logging\__init__.py:942(format)
       10    0.000    0.000    0.002    0.000 C:\python\python3.12\Lib\site-packages\pandas\core\dtypes\missing.py:101(isna)
        2    0.000    0.000    0.002    0.001 C:\python\python3.12\Lib\site-packages\pandas\core\arrays\numpy_.py:256(_pad_or_backfill)
       10    0.000    0.000    0.002    0.000 C:\python\python3.12\Lib\site-packages\numpy\core\fromnumeric.py:53(_wrapfunc)
       10    0.000    0.000    0.002    0.000 C:\python\python3.12\Lib\site-packages\pandas\core\dtypes\missing.py:184(_isna)
       18    0.000    0.000    0.002    0.000 C:\python\python3.12\Lib\logging\__init__.py:674(format)
        2    0.000    0.000    0.002    0.001 C:\Users\21471\WorkBuddy\quant system\backtest_system\strategy_adapter.py:269(stop)
       86    0.001    0.000    0.002    0.000 C:\python\python3.12\Lib\site-packages\backtrader\lineroot.py:304(_stage1)
        2    0.000    0.000    0.001    0.001 C:\python\python3.12\Lib\site-packages\pandas\core\missing.py:858(pad_or_backfill_inplace)
        2    0.000    0.000    0.001    0.001 C:\python\python3.12\Lib\site-packages\pandas\core\arraylike.py:208(__truediv__)
     1960    0.001    0.000    0.001    0.000 C:\python\python3.12\Lib\site-packages\backtrader\utils\autodict.py:72(__setattr__)
        2    0.000    0.000    0.001    0.001 C:\python\python3.12\Lib\site-packages\pandas\core\generic.py:11146(shift)
        2    0.000    0.000    0.001    0.001 C:\python\python3.12\Lib\site-packages\pandas\core\series.py:5792(isna)
        2    0.000    0.000    0.001    0.001 C:\python\python3.12\Lib\site-packages\pandas\core\generic.py:8720(isna)
       16    0.000    0.000    0.001    0.000 C:\python\python3.12\Lib\site-packages\backtrader\feed.py:55(dopreinit)
        2    0.000    0.000    0.001    0.001 C:\python\python3.12\Lib\site-packages\pandas\core\missing.py:918(new_func)
       40    0.000    0.000    0.001    0.000 C:\python\python3.12\Lib\site-packages\pandas\core\indexes\base.py:5335(__contains__)
     2970    0.001    0.000    0.001    0.000 C:\python\python3.12\Lib\site-packages\backtrader\strategy.py:738(notify_order)
        2    0.000    0.000    0.001    0.001 C:\python\python3.12\Lib\site-packages\numpy\core\fromnumeric.py:1140(argmax)
       16    0.001    0.000    0.001    0.000 C:\python\python3.12\Lib\site-packages\backtrader\feed.py:167(_start_finish)
        2    0.001    0.001    0.001    0.001 {method 'argmax' of 'numpy.ndarray' objects}
        2    0.001    0.001    0.001    0.001 C:\python\python3.12\Lib\site-packages\pandas\core\missing.py:968(_pad_2d)
     1046    0.001    0.000    0.001    0.000 C:\python\python3.12\Lib\site-packages\backtrader\brokers\bbroker.py:405(get_value)
       18    0.000    0.000    0.001    0.000 C:\python\python3.12\Lib\logging\__init__.py:1561(findCaller)
      990    0.001    0.000    0.001    0.000 C:\python\python3.12\Lib\site-packages\backtrader\order.py:584(expire)
     2134    0.001    0.000    0.001    0.000 {method 'items' of 'dict' objects}
       54    0.000    0.000    0.001    0.000 C:\python\python3.12\Lib\site-packages\backtrader\lineseries.py:568(home)
        2    0.000    0.000    0.001    0.001 C:\python\python3.12\Lib\site-packages\pandas\core\internals\base.py:308(shift)
      100    0.001    0.000    0.001    0.000 C:\Users\21471\WorkBuddy\quant system\backtest_system\optimized_backtest_engine.py:589(<listcomp>)
    14/10    0.000    0.000    0.001    0.000 C:\python\python3.12\Lib\site-packages\backtrader\analyzer.py:325(_nextstart)
     18/2    0.001    0.000    0.001    0.001 C:\python\python3.12\Lib\site-packages\backtrader\metabase.py:98(_derive)
      990    0.001    0.000    0.001    0.000 C:\python\python3.12\Lib\site-packages\backtrader\order.py:457(accept)
      200    0.001    0.000    0.001    0.000 C:\python\python3.12\Lib\site-packages\backtrader\analyzers\vwr.py:168(_on_dt_over)
     1540    0.001    0.000    0.001    0.000 {built-in method builtins.next}
     2400    0.001    0.000    0.001    0.000 C:\python\python3.12\Lib\site-packages\backtrader\analyzer.py:218(next)
      100    0.001    0.000    0.001    0.000 C:\Users\21471\WorkBuddy\quant system\backtest_system\strategy_adapter.py:251(<listcomp>)
       16    0.000    0.000    0.001    0.000 C:\Users\21471\WorkBuddy\quant system\backtest_system\strategy_adapter.py:451(_extract_code)
        2    0.000    0.000    0.001    0.001 C:\python\python3.12\Lib\site-packages\pandas\core\internals\blocks.py:1900(shift)
        5    0.001    0.000    0.001    0.000 {built-in method _thread.start_new_thread}
       54    0.000    0.000    0.001    0.000 C:\python\python3.12\Lib\site-packages\backtrader\lineseries.py:284(home)
        8    0.000    0.000    0.001    0.000 C:\python\python3.12\Lib\site-packages\pandas\core\indexes\base.py:2236(is_monotonic_increasing)
        6    0.000    0.000    0.001    0.000 C:\python\python3.12\Lib\site-packages\backtrader\mathsupport.py:54(standarddev)
      200    0.001    0.000    0.001    0.000 C:\python\python3.12\Lib\site-packages\backtrader\analyzers\drawdown.py:90(notify_fund)
        2    0.000    0.000    0.001    0.001 C:\python\python3.12\Lib\site-packages\pandas\core\series.py:1107(__getitem__)
       16    0.000    0.000    0.001    0.000 C:\python\python3.12\Lib\re\__init__.py:173(search)
      400    0.001    0.000    0.001    0.000 C:\python\python3.12\Lib\site-packages\backtrader\analyzers\timereturn.py:112(notify_fund)
        2    0.001    0.001    0.001    0.001 C:\python\python3.12\Lib\site-packages\pandas\core\arrays\datetimes.py:2371(objects_to_datetime64)
        1    0.000    0.000    0.001    0.001 C:\Users\21471\WorkBuddy\quant system\backtest_system\optimized_backtest_engine.py:476(_safe_infer_dates)
     1000    0.001    0.000    0.001    0.000 C:\python\python3.12\Lib\site-packages\backtrader\order.py:265(_setplimit)
        1    0.000    0.000    0.001    0.001 C:\python\python3.12\Lib\concurrent\futures\_base.py:646(__exit__)
       18    0.000    0.000    0.001    0.000 C:\python\python3.12\Lib\logging\__init__.py:606(formatTime)
     2800    0.001    0.000    0.001    0.000 C:\python\python3.12\Lib\site-packages\backtrader\analyzer.py:202(notify_cashvalue)
        1    0.000    0.000    0.001    0.001 C:\python\python3.12\Lib\concurrent\futures\thread.py:216(shutdown)
       16    0.000    0.000    0.001    0.000 C:\python\python3.12\Lib\re\__init__.py:272(_compile)
        6    0.000    0.000    0.001    0.000 C:\python\python3.12\Lib\site-packages\backtrader\mathsupport.py:41(variance)
       82    0.000    0.000    0.001    0.000 C:\python\python3.12\Lib\site-packages\numpy\core\_dtype.py:330(_name_includes_bit_suffix)
     1240    0.001    0.000    0.001    0.000 C:\python\python3.12\Lib\site-packages\backtrader\metabase.py:74(dopreinit)
     1300    0.001    0.000    0.001    0.000 C:\python\python3.12\Lib\site-packages\backtrader\brokers\bbroker.py:362(get_cash)
      990    0.001    0.000    0.001    0.000 {method 'setdefault' of 'dict' objects}
        5    0.000    0.000    0.001    0.000 C:\python\python3.12\Lib\threading.py:1087(join)
       22    0.000    0.000    0.001    0.000 C:\python\python3.12\Lib\site-packages\backtrader\lineiterator.py:130(dopostinit)
        2    0.000    0.000    0.001    0.000 C:\python\python3.12\Lib\site-packages\backtrader\analyzers\vwr.py:135(stop)
      400    0.001    0.000    0.001    0.000 C:\python\python3.12\Lib\site-packages\backtrader\cerebro.py:1706(_check_timers)
     1240    0.001    0.000    0.001    0.000 C:\python\python3.12\Lib\site-packages\backtrader\metabase.py:81(dopostinit)
       54    0.000    0.000    0.001    0.000 C:\python\python3.12\Lib\logging\__init__.py:194(_is_internal_frame)
       44    0.000    0.000    0.001    0.000 C:\python\python3.12\Lib\site-packages\backtrader\metabase.py:183(_getkwargs)
        1    0.000    0.000    0.001    0.001 C:\Users\21471\WorkBuddy\quant system\backtest_system\optimized_backtest_engine.py:549(__init__)
       16    0.000    0.000    0.001    0.000 C:\python\python3.12\Lib\site-packages\backtrader\lineseries.py:556(backwards)
        6    0.000    0.000    0.001    0.000 C:\python\python3.12\Lib\site-packages\backtrader\mathsupport.py:51(<listcomp>)
       18    0.000    0.000    0.001    0.000 C:\python\python3.12\Lib\site-packages\backtrader\lineseries.py:565(reset)
        2    0.000    0.000    0.001    0.000 C:\python\python3.12\Lib\site-packages\backtrader\analyzers\sqn.py:73(stop)
       20    0.000    0.000    0.001    0.000 C:\python\python3.12\Lib\site-packages\backtrader\observer.py:36(dopreinit)
        8    0.000    0.000    0.001    0.000 C:\python\python3.12\Lib\site-packages\pandas\core\construction.py:517(sanitize_array)
        1    0.000    0.000    0.001    0.001 C:\Users\21471\WorkBuddy\quant system\backtest_system\optimized_backtest_engine.py:47(__init__)
        5    0.000    0.000    0.001    0.000 C:\python\python3.12\Lib\threading.py:1125(_wait_for_tstate_lock)
        2    0.000    0.000    0.001    0.000 C:\python\python3.12\Lib\site-packages\pandas\core\array_algos\transforms.py:18(shift)
      990    0.001    0.000    0.001    0.000 C:\python\python3.12\Lib\site-packages\backtrader\comminfo.py:161(margin)
     1240    0.001    0.000    0.001    0.000 C:\python\python3.12\Lib\site-packages\backtrader\metabase.py:67(doprenew)
       22    0.001    0.000    0.001    0.000 C:\python\python3.12\Lib\site-packages\backtrader\lineiterator.py:106(dopreinit)
        8    0.000    0.000    0.001    0.000 C:\python\python3.12\Lib\site-packages\pandas\core\internals\managers.py:1783(is_consolidated)
        1    0.000    0.000    0.001    0.001 C:\python\python3.12\Lib\re\_compiler.py:740(compile)
       16    0.000    0.000    0.001    0.000 C:\python\python3.12\Lib\site-packages\backtrader\lineseries.py:256(backwards)
       86    0.000    0.000    0.001    0.000 C:\python\python3.12\Lib\site-packages\backtrader\metabase.py:167(_getkeys)
     1002    0.001    0.000    0.001    0.000 {built-in method builtins.iter}
      990    0.001    0.000    0.001    0.000 C:\python\python3.12\Lib\site-packages\backtrader\order.py:408(active)
     1644    0.001    0.000    0.001    0.000 C:\python\python3.12\Lib\typing.py:2287(cast)
       18    0.000    0.000    0.001    0.000 C:\python\python3.12\Lib\site-packages\backtrader\lineseries.py:277(reset)
        8    0.000    0.000    0.001    0.000 C:\python\python3.12\Lib\site-packages\pandas\core\internals\managers.py:1791(_consolidate_check)
      490    0.001    0.000    0.001    0.000 C:\python\python3.12\Lib\site-packages\backtrader\comminfo.py:258(get_credit_interest)
        1    0.000    0.000    0.001    0.001 C:\Users\21471\WorkBuddy\quant system\backtest_system\backtest_engine.py:58(__init__)
       18    0.000    0.000    0.001    0.000 <frozen ntpath>:242(basename)
     1360    0.001    0.000    0.001    0.000 {method 'items' of 'collections.OrderedDict' objects}
      990    0.001    0.000    0.001    0.000 C:\python\python3.12\Lib\site-packages\backtrader\order.py:421(addcomminfo)
     2000    0.001    0.000    0.001    0.000 C:\python\python3.12\Lib\site-packages\backtrader\analyzer.py:206(notify_fund)
       16    0.001    0.000    0.001    0.000 C:\python\python3.12\Lib\site-packages\backtrader\feed.py:68(dopostinit)
        2    0.001    0.000    0.001    0.000 C:\python\python3.12\Lib\site-packages\numpy\core\numeric.py:1129(roll)
     62/4    0.000    0.000    0.001    0.000 C:\python\python3.12\Lib\site-packages\backtrader\utils\autodict.py:83(_close)
       80    0.000    0.000    0.001    0.000 C:\python\python3.12\Lib\site-packages\pandas\core\internals\blocks.py:816(copy)
     1484    0.001    0.000    0.001    0.000 C:\python\python3.12\Lib\site-packages\backtrader\metabase.py:141(<lambda>)
        2    0.000    0.000    0.001    0.000 C:\python\python3.12\Lib\site-packages\pandas\core\series.py:1228(_get_rows_with_mask)
       80    0.000    0.000    0.001    0.000 C:\python\python3.12\Lib\site-packages\numpy\core\numerictypes.py:357(issubdtype)
       18    0.000    0.000    0.001    0.000 <frozen ntpath>:208(split)
        8    0.001    0.000    0.001    0.000 C:\python\python3.12\Lib\site-packages\pandas\core\dtypes\missing.py:261(_isna_array)
      400    0.001    0.000    0.001    0.000 C:\python\python3.12\Lib\site-packages\backtrader\analyzers\returns.py:154(_on_dt_over)
        4    0.000    0.000    0.001    0.000 C:\python\python3.12\Lib\site-packages\pandas\core\ops\array_ops.py:240(arithmetic_op)
        8    0.000    0.000    0.001    0.000 C:\python\python3.12\Lib\site-packages\pandas\core\internals\managers.py:1797(<listcomp>)
      278    0.000    0.000    0.001    0.000 C:\python\python3.12\Lib\site-packages\backtrader\linebuffer.py:238(home)
      588    0.001    0.000    0.001    0.000 C:\python\python3.12\Lib\site-packages\backtrader\lineroot.py:80(_stage2)
       14    0.000    0.000    0.001    0.000 C:\python\python3.12\Lib\site-packages\backtrader\analyzer.py:178(_nextstart)
      112    0.001    0.000    0.001    0.000 C:\python\python3.12\Lib\site-packages\backtrader\linebuffer.py:260(backwards)
       54    0.000    0.000    0.001    0.000 <frozen ntpath>:51(normcase)
       52    0.000    0.000    0.001    0.000 <frozen abc>:117(__instancecheck__)
        2    0.000    0.000    0.001    0.000 C:\python\python3.12\Lib\site-packages\backtrader\cerebro.py:296(__init__)
        2    0.000    0.000    0.001    0.000 C:\python\python3.12\Lib\site-packages\backtrader\analyzers\tradeanalyzer.py:72(stop)
        8    0.000    0.000    0.001    0.000 C:\python\python3.12\Lib\site-packages\numpy\core\fromnumeric.py:2421(all)
      200    0.001    0.000    0.001    0.000 C:\python\python3.12\Lib\site-packages\backtrader\brokers\bbroker.py:1116(_process_order_history)
      990    0.001    0.000    0.001    0.000 C:\python\python3.12\Lib\site-packages\backtrader\comminfo.py:251(cashadjust)
        8    0.000    0.000    0.001    0.000 C:\python\python3.12\Lib\site-packages\pandas\core\internals\managers.py:605(<listcomp>)
      980    0.001    0.000    0.001    0.000 C:\python\python3.12\Lib\site-packages\backtrader\comminfo.py:165(stocklike)
    14/10    0.000    0.000    0.001    0.000 C:\python\python3.12\Lib\site-packages\backtrader\analyzer.py:307(_start)
        8    0.000    0.000    0.001    0.000 C:\python\python3.12\Lib\site-packages\numpy\core\shape_base.py:219(vstack)
      200    0.001    0.000    0.001    0.000 C:\Users\21471\WorkBuddy\quant system\backtest_system\strategy_adapter.py:292(<listcomp>)
        2    0.000    0.000    0.001    0.000 C:\python\python3.12\Lib\site-packages\pandas\core\internals\managers.py:1973(get_rows_with_mask)
       52    0.000    0.000    0.001    0.000 {built-in method _abc._abc_instancecheck}
        8    0.000    0.000    0.001    0.000 C:\python\python3.12\Lib\site-packages\numpy\core\fromnumeric.py:71(_wrapreduction)
       16    0.000    0.000    0.001    0.000 C:\python\python3.12\Lib\site-packages\pandas\core\internals\managers.py:602(copy_func)
     1500    0.001    0.000    0.001    0.000 {method 'strip' of 'str' objects}
       18    0.000    0.000    0.001    0.000 C:\python\python3.12\Lib\logging\__init__.py:1087(flush)
      200    0.000    0.000    0.001    0.000 C:\Users\21471\WorkBuddy\quant system\test_optimization_performance.py:42(get_sell_signals)
      204    0.001    0.000    0.001    0.000 C:\python\python3.12\Lib\site-packages\backtrader\analyzers\timereturn.py:125(on_dt_over)
      115    0.000    0.000    0.001    0.000 C:\Users\21471\WorkBuddy\quant system\backtest_system\backtest_engine.py:312(<genexpr>)
       16    0.000    0.000    0.001    0.000 C:\python\python3.12\Lib\site-packages\backtrader\lineseries.py:562(extend)
    28/22    0.000    0.000    0.001    0.000 C:\python\python3.12\Lib\site-packages\backtrader\analyzer.py:190(_start)
       16    0.000    0.000    0.001    0.000 C:\python\python3.12\Lib\site-packages\backtrader\feeds\pandafeed.py:212(<listcomp>)
       16    0.000    0.000    0.001    0.000 C:\python\python3.12\Lib\site-packages\pandas\core\indexes\base.py:1017(view)
      123    0.000    0.000    0.001    0.000 C:\Users\21471\WorkBuddy\quant system\backtest_system\backtest_engine.py:313(<genexpr>)
    24/22    0.000    0.000    0.001    0.000 {built-in method numpy.asarray}
       28    0.000    0.000    0.001    0.000 C:\python\python3.12\Lib\site-packages\backtrader\analyzer.py:231(nextstart)
       16    0.000    0.000    0.000    0.000 C:\python\python3.12\Lib\site-packages\backtrader\lineseries.py:270(extend)
      201    0.000    0.000    0.000    0.000 {method 'extend' of 'list' objects}
       18    0.000    0.000    0.000    0.000 {built-in method time.localtime}
        4    0.000    0.000    0.000    0.000 C:\python\python3.12\Lib\site-packages\pandas\core\ops\array_ops.py:189(_na_arithmetic_op)
      200    0.000    0.000    0.000    0.000 C:\python\python3.12\Lib\site-packages\backtrader\analyzers\vwr.py:162(notify_fund)
      990    0.000    0.000    0.000    0.000 C:\python\python3.12\Lib\site-packages\backtrader\strategy.py:744(notify_trade)
     50/1    0.000    0.000    0.000    0.000 <frozen abc>:121(__subclasscheck__)
        8    0.000    0.000    0.000    0.000 C:\python\python3.12\Lib\site-packages\pandas\core\internals\managers.py:1882(from_array)
      115    0.000    0.000    0.000    0.000 C:\Users\21471\WorkBuddy\quant system\backtest_system\backtest_engine.py:309(<genexpr>)
       10    0.000    0.000    0.000    0.000 {method 'reduce' of 'numpy.ufunc' objects}
     50/1    0.000    0.000    0.000    0.000 {built-in method _abc._abc_subclasscheck}
       22    0.000    0.000    0.000    0.000 C:\python\python3.12\Lib\site-packages\pandas\core\indexes\base.py:650(_simple_new)
        1    0.000    0.000    0.000    0.000 C:\python\python3.12\Lib\re\_parser.py:979(parse)
       92    0.000    0.000    0.000    0.000 C:\python\python3.12\Lib\site-packages\pandas\core\internals\blocks.py:2868(extend_blocks)
       18    0.000    0.000    0.000    0.000 <frozen ntpath>:231(splitext)
      402    0.000    0.000    0.000    0.000 {method 'date' of 'datetime.datetime' objects}
        2    0.000    0.000    0.000    0.000 C:\python\python3.12\Lib\site-packages\backtrader\strategy.py:155(_periodset)
      698    0.000    0.000    0.000    0.000 {built-in method builtins.pow}
