=====================================
性能分析报告
=====================================
分析时间: 2026-04-11T18:50:46.420195
执行时间: 2.88秒
内存使用变化: 4.96MB
CPU使用变化: 0.00%

热点函数:
--------------------------------------------------------------------------------
ncalls     tottime    percall    cumtime    percall_cum filename             lineno     function            
--------------------------------------------------------------------------------
        6    0.000    0.000    0.000    0.000 {method 'split' of 'str' objects}
        3    0.000    0.000    0.000    0.000 C:\python\python3.12\Lib\logging\__init__.py:1720(getEffectiveLevel)
        4    0.000    0.000    0.000    0.000 C:\python\python3.12\Lib\site-packages\pandas\core\construction.py:755(_maybe_repeat)
        4    0.000    0.000    0.000    0.000 C:\python\python3.12\Lib\re\_parser.py:261(get)
        1    0.000    0.000    0.000    0.000 C:\python\python3.12\Lib\site-packages\backtrader\comminfo.py:133(__init__)
        4    0.000    0.000    0.000    0.000 C:\python\python3.12\Lib\site-packages\pandas\core\dtypes\inference.py:195(is_array_like)
        1    0.000    0.000    0.000    0.000 C:\python\python3.12\Lib\site-packages\backtrader\strategy.py:390(_settz)
        8    0.000    0.000    0.000    0.000 {method 'rstrip' of 'str' objects}
        2    0.000    0.000    0.000    0.000 C:\python\python3.12\Lib\uuid.py:334(hex)
       22    0.000    0.000    0.000    0.000 {method 'values' of 'dict' objects}
       16    0.000    0.000    0.000    0.000 {built-in method _thread.get_ident}
       19    0.000    0.000    0.000    0.000 {method 'release' of '_thread.RLock' objects}
        1    0.000    0.000    0.000    0.000 C:\python\python3.12\Lib\site-packages\backtrader\analyzers\sqn.py:63(start)
        8    0.000    0.000    0.000    0.000 C:\python\python3.12\Lib\re\_parser.py:256(match)
        5    0.000    0.000    0.000    0.000 C:\python\python3.12\Lib\site-packages\backtrader\utils\autodict.py:34(__missing__)
        2    0.000    0.000    0.000    0.000 C:\python\python3.12\Lib\site-packages\backtrader\broker.py:58(init)
        8    0.000    0.000    0.000    0.000 C:\python\python3.12\Lib\multiprocessing\process.py:189(name)
       21    0.000    0.000    0.000    0.000 C:\python\python3.12\Lib\site-packages\backtrader\lineseries.py:148(<lambda>)
        3    0.000    0.000    0.000    0.000 C:\python\python3.12\Lib\logging\__init__.py:237(_releaseLock)
       16    0.000    0.000    0.000    0.000 C:\python\python3.12\Lib\site-packages\numpy\core\multiarray.py:153(concatenate)
        9    0.000    0.000    0.000    0.000 C:\python\python3.12\Lib\site-packages\backtrader\linebuffer.py:383(_settz)
        1    0.000    0.000    0.000    0.000 C:\python\python3.12\Lib\site-packages\backtrader\lineiterator.py:201(getindicators_lines)
        8    0.000    0.000    0.000    0.000 C:\python\python3.12\Lib\multiprocessing\process.py:37(current_process)
        1    0.000    0.000    0.000    0.000 C:\python\python3.12\Lib\site-packages\numpy\core\numeric.py:1380(<listcomp>)
        1    0.000    0.000    0.000    0.000 C:\python\python3.12\Lib\site-packages\pandas\core\missing.py:1066(get_fill_func)
        1    0.000    0.000    0.000    0.000 C:\python\python3.12\Lib\site-packages\backtrader\observers\broker.py:98(start)
        1    0.000    0.000    0.000    0.000 C:\python\python3.12\Lib\site-packages\pandas\core\internals\base.py:74(__len__)
        1    0.000    0.000    0.000    0.000 C:\python\python3.12\Lib\re\_parser.py:86(opengroup)
       16    0.000    0.000    0.000    0.000 C:\python\python3.12\Lib\site-packages\backtrader\lineseries.py:58(__init__)
        9    0.000    0.000    0.000    0.000 C:\python\python3.12\Lib\site-packages\backtrader\observers\trades.py:113(<genexpr>)
        1    0.000    0.000    0.000    0.000 C:\python\python3.12\Lib\site-packages\pandas\core\dtypes\dtypes.py:1454(__init__)
        1    0.000    0.000    0.000    0.000 C:\python\python3.12\Lib\site-packages\pandas\core\indexes\datetimelike.py:141(equals)
        1    0.000    0.000    0.000    0.000 C:\python\python3.12\Lib\site-packages\pandas\core\arrays\datetimes.py:2327(_construct_from_dt64_naive)
        9    0.000    0.000    0.000    0.000 C:\python\python3.12\Lib\site-packages\backtrader\brokers\bbroker.py:300(get_fundmode)
        4    0.000    0.000    0.000    0.000 C:\python\python3.12\Lib\site-packages\pandas\_config\config.py:649(_get_deprecated_option)
        1    0.000    0.000    0.000    0.000 C:\python\python3.12\Lib\site-packages\backtrader\analyzers\drawdown.py:67(start)
       10    0.000    0.000    0.000    0.000 C:\python\python3.12\Lib\site-packages\pandas\core\internals\managers.py:344(<dictcomp>)
        2    0.000    0.000    0.000    0.000 {built-in method builtins.__import__}
       11    0.000    0.000    0.000    0.000 C:\python\python3.12\Lib\site-packages\backtrader\lineiterator.py:174(<listcomp>)
        8    0.000    0.000    0.000    0.000 C:\python\python3.12\Lib\site-packages\backtrader\feed.py:319(setenvironment)
        2    0.000    0.000    0.000    0.000 C:\python\python3.12\Lib\site-packages\pandas\core\ops\array_ops.py:594(_bool_arith_check)
        8    0.000    0.000    0.000    0.000 C:\python\python3.12\Lib\site-packages\backtrader\dataseries.py:55(TName)
        8    0.000    0.000    0.000    0.000 {built-in method numpy.geterrobj}
        1    0.000    0.000    0.000    0.000 C:\python\python3.12\Lib\re\_compiler.py:216(_compile_charset)
        1    0.000    0.000    0.000    0.000 C:\python\python3.12\Lib\site-packages\pandas\core\dtypes\cast.py:921(_maybe_infer_dtype_type)
        2    0.000    0.000    0.000    0.000 C:\python\python3.12\Lib\site-packages\pandas\core\generic.py:670(_info_axis)
        4    0.000    0.000    0.000    0.000 {method 'get' of 'mappingproxy' objects}
        1    0.000    0.000    0.000    0.000 C:\python\python3.12\Lib\re\_compiler.py:398(_simple)
        8    0.000    0.000    0.000    0.000 C:\python\python3.12\Lib\site-packages\backtrader\feed.py:294(getfeed)
        8    0.000    0.000    0.000    0.000 C:\python\python3.12\Lib\site-packages\numpy\core\fromnumeric.py:1021(_argsort_dispatcher)
        2    0.000    0.000    0.000    0.000 C:\python\python3.12\Lib\site-packages\pandas\core\computation\expressions.py:76(_can_use_numexpr)
        8    0.000    0.000    0.000    0.000 C:\python\python3.12\Lib\site-packages\backtrader\metabase.py:95(<lambda>)
        1    0.000    0.000    0.000    0.000 {method 'reshape' of 'numpy.ndarray' objects}
        4    0.000    0.000    0.000    0.000 C:\python\python3.12\Lib\re\_parser.py:293(tell)
        1    0.000    0.000    0.000    0.000 C:\python\python3.12\Lib\re\_compiler.py:467(_get_charset_prefix)
        1    0.000    0.000    0.000    0.000 C:\python\python3.12\Lib\site-packages\backtrader\cerebro.py:1165(_init_stcount)
        1    0.000    0.000    0.000    0.000 C:\python\python3.12\Lib\site-packages\backtrader\linebuffer.py:512(cleancache)
        9    0.000    0.000    0.000    0.000 C:\python\python3.12\Lib\site-packages\backtrader\analyzer.py:242(stop)
        1    0.000    0.000    0.000    0.000 C:\python\python3.12\Lib\site-packages\pandas\core\series.py:710(dtype)
        1    0.000    0.000    0.000    0.000 C:\python\python3.12\Lib\site-packages\pandas\core\generic.py:595(_get_block_manager_axis)
       13    0.000    0.000    0.000    0.000 C:\python\python3.12\Lib\site-packages\backtrader\analyzer.py:237(start)
        8    0.000    0.000    0.000    0.000 C:\python\python3.12\Lib\site-packages\numpy\core\fromnumeric.py:2416(_all_dispatcher)
        1    0.000    0.000    0.000    0.000 C:\python\python3.12\Lib\site-packages\backtrader\cerebro.py:908(addstrategy)
        5    0.000    0.000    0.000    0.000 {built-in method math.sqrt}
        1    0.000    0.000    0.000    0.000 C:\python\python3.12\Lib\site-packages\backtrader\linebuffer.py:334(oncebinding)
        1    0.000    0.000    0.000    0.000 C:\python\python3.12\Lib\site-packages\pandas\core\dtypes\missing.py:673(na_value_for_dtype)
        3    0.000    0.000    0.000    0.000 C:\python\python3.12\Lib\site-packages\pandas\core\series.py:663(_constructor)
        5    0.000    0.000    0.000    0.000 C:\python\python3.12\Lib\re\_parser.py:164(__len__)
        1    0.000    0.000    0.000    0.000 C:\python\python3.12\Lib\site-packages\backtrader\analyzers\sqn.py:58(create_analysis)
        1    0.000    0.000    0.000    0.000 C:\Users\21471\WorkBuddy\quant system\backtest_system\strategy_adapter.py:33(__init__)
        1    0.000    0.000    0.000    0.000 C:\python\python3.12\Lib\site-packages\backtrader\analyzers\drawdown.py:195(stop)
        8    0.000    0.000    0.000    0.000 C:\python\python3.12\Lib\site-packages\pandas\core\internals\managers.py:932(__init__)
        8    0.000    0.000    0.000    0.000 {method 'group' of 're.Match' objects}
        2    0.000    0.000    0.000    0.000 C:\python\python3.12\Lib\site-packages\backtrader\utils\autodict.py:126(__imul__)
        3    0.000    0.000    0.000    0.000 C:\python\python3.12\Lib\re\_parser.py:113(__init__)
        4    0.000    0.000    0.000    0.000 C:\python\python3.12\Lib\re\_parser.py:83(groups)
        1    0.000    0.000    0.000    0.000 C:\python\python3.12\Lib\site-packages\backtrader\indicator.py:39(cleancache)
        1    0.000    0.000    0.000    0.000 C:\python\python3.12\Lib\site-packages\pandas\core\construction.py:685(_sanitize_non_ordered)
        2    0.000    0.000    0.000    0.000 C:\python\python3.12\Lib\enum.py:1095(__new__)
        8    0.000    0.000    0.000    0.000 C:\python\python3.12\Lib\site-packages\backtrader\feed.py:307(stop)
        8    0.000    0.000    0.000    0.000 C:\python\python3.12\Lib\site-packages\numpy\core\shape_base.py:77(_atleast_2d_dispatcher)
        8    0.000    0.000    0.000    0.000 C:\python\python3.12\Lib\site-packages\pandas\core\indexes\base.py:1993(_sort_levels_monotonic)
        1    0.000    0.000    0.000    0.000 C:\python\python3.12\Lib\site-packages\backtrader\metabase.py:326(getitems)
        1    0.000    0.000    0.000    0.000 C:\python\python3.12\Lib\site-packages\backtrader\lineiterator.py:326(oncestart)
        8    0.000    0.000    0.000    0.000 {built-in method builtins.id}
        2    0.000    0.000    0.000    0.000 C:\python\python3.12\Lib\re\_parser.py:176(append)
        2    0.000    0.000    0.000    0.000 C:\python\python3.12\Lib\site-packages\numpy\core\_ufunc_config.py:426(__init__)
        3    0.000    0.000    0.000    0.000 C:\python\python3.12\Lib\logging\__init__.py:1319(disable)
        1    0.000    0.000    0.000    0.000 C:\python\python3.12\Lib\site-packages\pandas\core\arrays\datetimelike.py:2090(_maybe_pin_freq)
        2    0.000    0.000    0.000    0.000 C:\python\python3.12\Lib\re\_compiler.py:570(isstring)
        8    0.000    0.000    0.000    0.000 C:\python\python3.12\Lib\site-packages\backtrader\feed.py:268(islive)
        1    0.000    0.000    0.000    0.000 {method 'find' of 'bytearray' objects}
        1    0.000    0.000    0.000    0.000 C:\python\python3.12\Lib\re\_parser.py:963(fix_flags)
        1    0.000    0.000    0.000    0.000 <string>:2(__init__)
        2    0.000    0.000    0.000    0.000 {method 'count' of 'list' objects}
        1    0.000    0.000    0.000    0.000 {built-in method numpy.datetime_data}
        1    0.000    0.000    0.000    0.000 C:\python\python3.12\Lib\re\_parser.py:376(_escape)
        1    0.000    0.000    0.000    0.000 C:\Users\21471\WorkBuddy\quant system\backtest_system\config.py:118(<lambda>)
        4    0.000    0.000    0.000    0.000 C:\python\python3.12\Lib\site-packages\pandas\core\arrays\datetimelike.py:2070(freq)
        1    0.000    0.000    0.000    0.000 {built-in method _sre.compile}
        8    0.000    0.000    0.000    0.000 {method 'copy' of 'dict' objects}
        1    0.000    0.000    0.000    0.000 C:\python\python3.12\Lib\site-packages\pandas\core\dtypes\common.py:1196(<lambda>)
        2    0.000    0.000    0.000    0.000 {built-in method from_bytes}
        1    0.000    0.000    0.000    0.000 C:\Users\21471\WorkBuddy\quant system\backtest_system\config.py:110(<lambda>)
        1    0.000    0.000    0.000    0.000 C:\python\python3.12\Lib\site-packages\backtrader\indicator.py:43(usecache)
        2    0.000    0.000    0.000    0.000 C:\python\python3.12\Lib\site-packages\backtrader\analyzers\annualreturn.py:88(get_analysis)
        1    0.000    0.000    0.000    0.000 C:\python\python3.12\Lib\site-packages\numpy\core\numeric.py:1216(<dictcomp>)
        1    0.000    0.000    0.000    0.000 C:\python\python3.12\Lib\site-packages\pandas\core\arrays\numpy_.py:146(dtype)
        1    0.000    0.000    0.000    0.000 C:\python\python3.12\Lib\site-packages\backtrader\cerebro.py:1168(_next_stid)
        3    0.000    0.000    0.000    0.000 C:\python\python3.12\Lib\re\_compiler.py:31(_combine_flags)
        1    0.000    0.000    0.000    0.000 C:\python\python3.12\Lib\site-packages\backtrader\brokers\bbroker.py:368(set_cash)
        1    0.000    0.000    0.000    0.000 C:\python\python3.12\Lib\site-packages\backtrader\analyzers\sharpe.py:186(<listcomp>)
        2    0.000    0.000    0.000    0.000 C:\python\python3.12\Lib\site-packages\backtrader\metabase.py:307(__init__)
        1    0.000    0.000    0.000    0.000 C:\python\python3.12\Lib\site-packages\backtrader\lineiterator.py:205(getobservers)
        3    0.000    0.000    0.000    0.000 C:\python\python3.12\Lib\site-packages\backtrader\cerebro.py:931(getbroker)
        4    0.000    0.000    0.000    0.000 C:\python\python3.12\Lib\site-packages\pandas\core\series.py:1492(_clear_item_cache)
        1    0.000    0.000    0.000    0.000 C:\python\python3.12\Lib\site-packages\backtrader\broker.py:107(addcommissioninfo)
        1    0.000    0.000    0.000    0.000 C:\python\python3.12\Lib\site-packages\backtrader\sizer.py:79(set)
        1    0.000    0.000    0.000    0.000 C:\python\python3.12\Lib\site-packages\pandas\core\internals\managers.py:2012(dtype)
        2    0.000    0.000    0.000    0.000 {built-in method math.expm1}
        1    0.000    0.000    0.000    0.000 C:\python\python3.12\Lib\site-packages\pandas\core\internals\base.py:56(__init__)
        1    0.000    0.000    0.000    0.000 C:\Users\21471\WorkBuddy\quant system\backtest_system\config.py:86(<lambda>)
        1    0.000    0.000    0.000    0.000 C:\python\python3.12\Lib\site-packages\backtrader\strategy.py:120(qbuffer)
        1    0.000    0.000    0.000    0.000 C:\python\python3.12\Lib\site-packages\pandas\core\internals\managers.py:2008(index)
        1    0.000    0.000    0.000    0.000 C:\Users\21471\WorkBuddy\quant system\backtest_system\strategy_adapter.py:124(__init__)
        1    0.000    0.000    0.000    0.000 C:\Users\21471\WorkBuddy\quant system\backtest_system\strategy_adapter.py:464(get_trade_log)
        1    0.000    0.000    0.000    0.000 {built-in method numpy.core._multiarray_umath.normalize_axis_index}
        1    0.000    0.000    0.000    0.000 C:\python\python3.12\Lib\re\_parser.py:77(__init__)
        1    0.000    0.000    0.000    0.000 C:\python\python3.12\Lib\site-packages\numpy\core\multiarray.py:85(empty_like)
        2    0.000    0.000    0.000    0.000 C:\python\python3.12\Lib\site-packages\pandas\core\arrays\datetimes.py:2587(_validate_tz_from_dtype)
        1    0.000    0.000    0.000    0.000 C:\python\python3.12\Lib\site-packages\pandas\core\internals\managers.py:246(items)
        1    0.000    0.000    0.000    0.000 {method 'disable' of '_lsprof.Profiler' objects}
        1    0.000    0.000    0.000    0.000 C:\python\python3.12\Lib\site-packages\pandas\core\indexes\base.py:693(_constructor)
        3    0.000    0.000    0.000    0.000 C:\python\python3.12\Lib\re\_compiler.py:428(_get_iscased)
        1    0.000    0.000    0.000    0.000 C:\python\python3.12\Lib\site-packages\backtrader\linebuffer.py:516(usecache)
        2    0.000    0.000    0.000    0.000 {method 'pop' of 'list' objects}
        1    0.000    0.000    0.000    0.000 C:\python\python3.12\Lib\site-packages\pandas\core\internals\blocks.py:840(_get_refs_and_copy)
        1    0.000    0.000    0.000    0.000 C:\python\python3.12\Lib\site-packages\pandas\core\indexes\base.py:792(is_)
        2    0.000    0.000    0.000    0.000 C:\python\python3.12\Lib\site-packages\backtrader\lineiterator.py:329(once)
        1    0.000    0.000    0.000    0.000 C:\python\python3.12\Lib\site-packages\numpy\core\fromnumeric.py:1136(_argmax_dispatcher)
        1    0.000    0.000    0.000    0.000 C:\python\python3.12\Lib\site-packages\numpy\core\numeric.py:1125(_roll_dispatcher)
        1    0.000    0.000    0.000    0.000 C:\python\python3.12\Lib\site-packages\pandas\core\arrays\datetimes.py:2531(_validate_dt64_dtype)
        1    0.000    0.000    0.000    0.000 C:\python\python3.12\Lib\site-packages\backtrader\broker.py:66(stop)
        1    0.000    0.000    0.000    0.000 {method 'values' of 'collections.OrderedDict' objects}
        1    0.000    0.000    0.000    0.000 C:\python\python3.12\Lib\re\_parser.py:172(__setitem__)
        1    0.000    0.000    0.000    0.000 C:\python\python3.12\Lib\site-packages\numpy\core\multiarray.py:1080(copyto)
        1    0.000    0.000    0.000    0.000 C:\python\python3.12\Lib\site-packages\backtrader\lineiterator.py:323(preonce)
        1    0.000    0.000    0.000    0.000 C:\python\python3.12\Lib\site-packages\backtrader\strategy.py:214(<listcomp>)
        1    0.000    0.000    0.000    0.000 C:\python\python3.12\Lib\site-packages\backtrader\lineiterator.py:202(<listcomp>)
        1    0.000    0.000    0.000    0.000 C:\python\python3.12\Lib\site-packages\pandas\core\missing.py:886(<lambda>)
        1    0.000    0.000    0.000    0.000 C:\python\python3.12\Lib\site-packages\pandas\core\base.py:367(ndim)
        1    0.000    0.000    0.000    0.000 {built-in method _operator.index}
        1    0.000    0.000    0.000    0.000 C:\python\python3.12\Lib\site-packages\backtrader\observer.py:67(start)
        1    0.000    0.000    0.000    0.000 C:\python\python3.12\Lib\site-packages\backtrader\strategy.py:415(start)


