=====================================
性能分析报告
=====================================
分析时间: 2026-04-11T18:50:46.420195
执行时间: 2.88秒
内存使用变化: 4.96MB
CPU使用变化: 0.00%

热点函数:
--------------------------------------------------------------------------------
ncalls     tottime    percall    cumtime    percall_cum filename             lineno     function            
--------------------------------------------------------------------------------
        4    0.000    0.000    0.003    0.001 C:\python\python3.12\Lib\site-packages\pandas\core\series.py:392(__init__)
        1    0.000    0.000    0.003    0.003 C:\python\python3.12\Lib\site-packages\pandas\core\indexes\datetimes.py:320(__new__)
     4015    0.003    0.000    0.003    0.000 C:\python\python3.12\Lib\site-packages\pandas\core\generic.py:366(attrs)
     1624    0.003    0.000    0.003    0.000 C:\python\python3.12\Lib\site-packages\backtrader\feed.py:573(_fromstack)
        8    0.001    0.000    0.003    0.000 C:\python\python3.12\Lib\site-packages\pandas\core\internals\managers.py:2295(_merge_blocks)
     2975    0.003    0.000    0.003    0.000 C:\python\python3.12\Lib\site-packages\backtrader\order.py:438(isbuy)
        8    0.003    0.000    0.003    0.000 {method 'write' of '_io.TextIOWrapper' objects}
        1    0.000    0.000    0.003    0.003 C:\python\python3.12\Lib\site-packages\pandas\core\arrays\datetimes.py:331(_from_sequence_not_strict)
       80    0.001    0.000    0.003    0.000 C:\python\python3.12\Lib\site-packages\pandas\core\internals\blocks.py:227(_consolidate_key)
      844    0.001    0.000    0.003    0.000 C:\python\python3.12\Lib\site-packages\pandas\core\indexes\base.py:912(__len__)
        2    0.000    0.000    0.002    0.001 C:\python\python3.12\Lib\site-packages\pandas\core\ops\common.py:62(new_method)
     5696    0.002    0.000    0.002    0.000 {built-in method builtins.abs}
        2    0.000    0.000    0.002    0.001 C:\python\python3.12\Lib\site-packages\pandas\core\series.py:6152(_arith_method)
     4015    0.002    0.000    0.002    0.000 C:\python\python3.12\Lib\site-packages\pandas\core\flags.py:55(allows_duplicate_labels)
      100    0.001    0.000    0.002    0.000 C:\python\python3.12\Lib\site-packages\backtrader\observers\broker.py:108(next)
        2    0.000    0.000    0.002    0.001 C:\python\python3.12\Lib\site-packages\pandas\core\base.py:1380(_arith_method)
        1    0.000    0.000    0.002    0.002 C:\python\python3.12\Lib\site-packages\backtrader\strategy.py:393(_start)
     1532    0.002    0.000    0.002    0.000 C:\python\python3.12\Lib\site-packages\backtrader\comminfo.py:247(profitandloss)
      620    0.002    0.000    0.002    0.000 C:\python\python3.12\Lib\site-packages\backtrader\metabase.py:70(donew)
        1    0.000    0.000    0.002    0.002 C:\python\python3.12\Lib\site-packages\backtrader\strategy.py:68(donew)
      500    0.001    0.000    0.002    0.000 C:\python\python3.12\Lib\logging\__init__.py:1467(debug)
        1    0.001    0.001    0.002    0.002 C:\python\python3.12\Lib\site-packages\pandas\core\arrays\datetimes.py:2201(_sequence_to_dt64)
        1    0.000    0.000    0.002    0.002 C:\python\python3.12\Lib\site-packages\pandas\core\generic.py:7083(_pad_or_backfill)
        4    0.000    0.000    0.002    0.001 {built-in method builtins.sum}
      100    0.002    0.000    0.002    0.000 C:\python\python3.12\Lib\site-packages\backtrader\observers\trades.py:154(next)
        8    0.000    0.000    0.002    0.000 C:\python\python3.12\Lib\site-packages\pandas\core\sorting.py:59(get_indexer_indexer)
     2277    0.002    0.000    0.002    0.000 C:\python\python3.12\Lib\site-packages\backtrader\comminfo.py:206(getvaluesize)
        1    0.000    0.000    0.002    0.002 C:\python\python3.12\Lib\site-packages\backtrader\analyzers\sharpe.py:134(__init__)
      990    0.002    0.000    0.002    0.000 {built-in method now}
        1    0.000    0.000    0.002    0.002 C:\python\python3.12\Lib\site-packages\backtrader\analyzers\vwr.py:114(__init__)
      500    0.001    0.000    0.002    0.000 C:\python\python3.12\Lib\site-packages\backtrader\utils\py3.py:112(iteritems)
      200    0.002    0.000    0.002    0.000 C:\python\python3.12\Lib\site-packages\backtrader\analyzers\timereturn.py:138(next)
        1    0.000    0.000    0.002    0.002 C:\python\python3.12\Lib\site-packages\pandas\core\internals\base.py:299(pad_or_backfill)
      495    0.002    0.000    0.002    0.000 C:\python\python3.12\Lib\site-packages\backtrader\order.py:62(__init__)
      495    0.002    0.000    0.002    0.000 C:\python\python3.12\Lib\site-packages\backtrader\analyzers\sqn.py:68(notify_trade)
     3831    0.002    0.000    0.002    0.000 {built-in method builtins.issubclass}
       81    0.001    0.000    0.002    0.000 C:\python\python3.12\Lib\site-packages\numpy\core\_dtype.py:346(_name_get)
        1    0.000    0.000    0.002    0.002 C:\Users\21471\WorkBuddy\quant system\backtest_system\strategy_adapter.py:200(__init__)
     4483    0.002    0.000    0.002    0.000 C:\python\python3.12\Lib\site-packages\backtrader\lineseries.py:143(<lambda>)
        1    0.000    0.000    0.002    0.002 C:\python\python3.12\Lib\site-packages\backtrader\analyzers\calmar.py:83(__init__)
      250    0.002    0.000    0.002    0.000 C:\python\python3.12\Lib\site-packages\backtrader\trade.py:165(__init__)
        1    0.000    0.000    0.002    0.002 C:\python\python3.12\Lib\site-packages\pandas\core\internals\blocks.py:1772(pad_or_backfill)
      202    0.001    0.000    0.002    0.000 C:\python\python3.12\Lib\calendar.py:122(monthrange)
       16    0.001    0.000    0.002    0.000 C:\python\python3.12\Lib\site-packages\pandas\core\indexes\base.py:843(_engine)
     3588    0.002    0.000    0.002    0.000 {method 'append' of 'collections.deque' objects}
     5445    0.002    0.000    0.002    0.000 C:\python\python3.12\Lib\site-packages\backtrader\analyzer.py:214(notify_trade)
        9    0.000    0.000    0.002    0.000 C:\python\python3.12\Lib\site-packages\numpy\core\fromnumeric.py:53(_wrapfunc)
     1584    0.002    0.000    0.002    0.000 C:\python\python3.12\Lib\site-packages\backtrader\position.py:113(__bool__)
     11/1    0.000    0.000    0.002    0.002 C:\python\python3.12\Lib\site-packages\backtrader\lineiterator.py:178(_stage2)
     3170    0.001    0.000    0.001    0.000 {method 'popleft' of 'collections.deque' objects}
        8    0.000    0.000    0.001    0.000 C:\python\python3.12\Lib\site-packages\backtrader\feed.py:202(_start)
        1    0.000    0.000    0.001    0.001 C:\python\python3.12\Lib\site-packages\pandas\core\arrays\numpy_.py:256(_pad_or_backfill)
      718    0.001    0.000    0.001    0.000 {built-in method sys._getframe}
        8    0.000    0.000    0.001    0.000 C:\python\python3.12\Lib\logging\__init__.py:1595(makeRecord)
       40    0.000    0.000    0.001    0.000 C:\python\python3.12\Lib\site-packages\pandas\core\indexes\base.py:5335(__contains__)
        1    0.000    0.000    0.001    0.001 C:\python\python3.12\Lib\site-packages\pandas\core\missing.py:858(pad_or_backfill_inplace)
        1    0.000    0.000    0.001    0.001 C:\python\python3.12\Lib\site-packages\numpy\core\fromnumeric.py:1140(argmax)
        1    0.000    0.000    0.001    0.001 C:\python\python3.12\Lib\site-packages\pandas\core\arraylike.py:192(__sub__)
      140    0.001    0.000    0.001    0.000 C:\python\python3.12\Lib\site-packages\backtrader\linebuffer.py:102(reset)
        1    0.000    0.000    0.001    0.001 C:\python\python3.12\Lib\site-packages\pandas\core\missing.py:918(new_func)
        1    0.001    0.001    0.001    0.001 {method 'argmax' of 'numpy.ndarray' objects}
        8    0.000    0.000    0.001    0.000 C:\python\python3.12\Lib\logging\__init__.py:292(__init__)
       83    0.000    0.000    0.001    0.000 C:\python\python3.12\Lib\site-packages\backtrader\linebuffer.py:75(__init__)
        5    0.000    0.000    0.001    0.000 C:\python\python3.12\Lib\site-packages\pandas\core\dtypes\missing.py:101(isna)
      495    0.001    0.000    0.001    0.000 C:\python\python3.12\Lib\site-packages\backtrader\order.py:209(iterpending)
        1    0.000    0.000    0.001    0.001 C:\python\python3.12\Lib\site-packages\backtrader\cerebro.py:1340(stop_writers)
        1    0.000    0.000    0.001    0.001 C:\python\python3.12\Lib\site-packages\pandas\core\series.py:5839(dropna)
        5    0.000    0.000    0.001    0.000 C:\python\python3.12\Lib\site-packages\pandas\core\dtypes\missing.py:184(_isna)
        1    0.001    0.001    0.001    0.001 C:\python\python3.12\Lib\site-packages\pandas\core\missing.py:968(_pad_2d)
     11/1    0.000    0.000    0.001    0.001 C:\python\python3.12\Lib\site-packages\backtrader\lineiterator.py:188(_stage1)
        2    0.000    0.000    0.001    0.001 C:\python\python3.12\Lib\site-packages\pandas\core\series.py:6222(_construct_result)
        1    0.000    0.000    0.001    0.001 C:\python\python3.12\Lib\site-packages\pandas\core\generic.py:11146(shift)
        1    0.000    0.000    0.001    0.001 C:\python\python3.12\Lib\site-packages\pandas\core\dtypes\missing.py:718(remove_na_arraylike)
      495    0.001    0.000    0.001    0.000 C:\python\python3.12\Lib\site-packages\backtrader\order.py:414(alive)
        1    0.000    0.000    0.001    0.001 C:\python\python3.12\Lib\site-packages\pandas\core\series.py:5792(isna)
        1    0.000    0.000    0.001    0.001 C:\python\python3.12\Lib\site-packages\pandas\core\generic.py:8720(isna)
      100    0.001    0.000    0.001    0.000 C:\Users\21471\WorkBuddy\quant system\backtest_system\strategy_adapter.py:251(<listcomp>)
        1    0.000    0.000    0.001    0.001 C:\python\python3.12\Lib\site-packages\backtrader\strategy.py:452(getwriterinfo)
        1    0.000    0.000    0.001    0.001 C:\python\python3.12\Lib\site-packages\pandas\core\arraylike.py:208(__truediv__)
        8    0.000    0.000    0.001    0.000 C:\python\python3.12\Lib\site-packages\pandas\core\indexes\base.py:2236(is_monotonic_increasing)
     1300    0.001    0.000    0.001    0.000 {method 'toordinal' of 'datetime.date' objects}
      100    0.001    0.000    0.001    0.000 C:\Users\21471\WorkBuddy\quant system\test_optimization_performance.py:34(get_buy_signals)
       43    0.001    0.000    0.001    0.000 C:\python\python3.12\Lib\site-packages\backtrader\lineroot.py:304(_stage1)
     1240    0.001    0.000    0.001    0.000 C:\python\python3.12\Lib\site-packages\backtrader\comminfo.py:187(get_leverage)
        8    0.000    0.000    0.001    0.000 C:\Users\21471\WorkBuddy\quant system\backtest_system\strategy_adapter.py:451(_extract_code)
        1    0.000    0.000    0.001    0.001 C:\python\python3.12\Lib\site-packages\pandas\core\internals\base.py:308(shift)
      100    0.001    0.000    0.001    0.000 C:\python\python3.12\Lib\site-packages\backtrader\strategy.py:498(clear)
        8    0.000    0.000    0.001    0.000 C:\python\python3.12\Lib\re\__init__.py:173(search)
       43    0.001    0.000    0.001    0.000 C:\python\python3.12\Lib\site-packages\backtrader\lineroot.py:309(_stage2)
        1    0.000    0.000    0.001    0.001 C:\Users\21471\WorkBuddy\quant system\backtest_system\strategy_adapter.py:269(stop)
      508    0.001    0.000    0.001    0.000 C:\python\python3.12\Lib\logging\__init__.py:1734(isEnabledFor)
        1    0.000    0.000    0.001    0.001 C:\python\python3.12\Lib\site-packages\pandas\core\internals\blocks.py:1900(shift)
        1    0.001    0.001    0.001    0.001 C:\python\python3.12\Lib\site-packages\pandas\core\arrays\datetimes.py:2371(objects_to_datetime64)
        8    0.000    0.000    0.001    0.000 C:\python\python3.12\Lib\re\__init__.py:272(_compile)
       81    0.000    0.000    0.001    0.000 C:\python\python3.12\Lib\site-packages\numpy\core\_dtype.py:330(_name_includes_bit_suffix)
        8    0.001    0.000    0.001    0.000 C:\python\python3.12\Lib\site-packages\backtrader\feeds\pandafeed.py:163(__init__)
      202    0.001    0.000    0.001    0.000 C:\python\python3.12\Lib\calendar.py:115(weekday)
     1000    0.001    0.000    0.001    0.000 C:\python\python3.12\Lib\site-packages\backtrader\order.py:166(_setplimit)
      818    0.001    0.000    0.001    0.000 C:\python\python3.12\Lib\site-packages\pandas\core\arrays\datetimes.py:553(dtype)
        8    0.000    0.000    0.001    0.000 C:\python\python3.12\Lib\logging\__init__.py:942(format)
        8    0.000    0.000    0.001    0.000 C:\python\python3.12\Lib\site-packages\pandas\core\internals\managers.py:1783(is_consolidated)
        1    0.000    0.000    0.001    0.001 C:\python\python3.12\Lib\re\_compiler.py:740(compile)
        8    0.000    0.000    0.001    0.000 C:\python\python3.12\Lib\logging\__init__.py:674(format)
        8    0.000    0.000    0.001    0.000 C:\python\python3.12\Lib\site-packages\backtrader\feeds\pandafeed.py:204(start)
        8    0.000    0.000    0.001    0.000 C:\python\python3.12\Lib\site-packages\pandas\core\internals\managers.py:1791(_consolidate_check)
        3    0.000    0.000    0.001    0.000 C:\python\python3.12\Lib\site-packages\backtrader\mathsupport.py:54(standarddev)
        1    0.000    0.000    0.001    0.001 C:\Users\21471\WorkBuddy\quant system\backtest_system\backtest_engine.py:58(__init__)
      7/5    0.000    0.000    0.001    0.000 C:\python\python3.12\Lib\site-packages\backtrader\analyzer.py:325(_nextstart)
        1    0.000    0.000    0.001    0.001 C:\python\python3.12\Lib\site-packages\pandas\core\series.py:1107(__getitem__)
        1    0.000    0.000    0.001    0.001 C:\python\python3.12\Lib\site-packages\pandas\core\array_algos\transforms.py:18(shift)
        8    0.000    0.000    0.001    0.000 C:\python\python3.12\Lib\site-packages\backtrader\feed.py:55(dopreinit)
       80    0.000    0.000    0.001    0.000 C:\python\python3.12\Lib\site-packages\pandas\core\internals\blocks.py:816(copy)
       80    0.000    0.000    0.001    0.000 C:\python\python3.12\Lib\site-packages\numpy\core\numerictypes.py:357(issubdtype)
      980    0.001    0.000    0.001    0.000 C:\python\python3.12\Lib\site-packages\backtrader\utils\autodict.py:72(__setattr__)
      495    0.001    0.000    0.001    0.000 C:\python\python3.12\Lib\site-packages\backtrader\order.py:584(expire)
        3    0.000    0.000    0.001    0.000 C:\python\python3.12\Lib\site-packages\backtrader\mathsupport.py:41(variance)
        8    0.000    0.000    0.001    0.000 C:\python\python3.12\Lib\site-packages\pandas\core\internals\managers.py:1797(<listcomp>)
      100    0.001    0.000    0.001    0.000 C:\python\python3.12\Lib\site-packages\backtrader\analyzers\vwr.py:168(_on_dt_over)
     1485    0.001    0.000    0.001    0.000 C:\python\python3.12\Lib\site-packages\backtrader\strategy.py:738(notify_order)
        4    0.001    0.000    0.001    0.000 C:\python\python3.12\Lib\site-packages\pandas\core\dtypes\missing.py:261(_isna_array)
      9/1    0.000    0.000    0.001    0.001 C:\python\python3.12\Lib\site-packages\backtrader\metabase.py:98(_derive)
        1    0.001    0.001    0.001    0.001 C:\python\python3.12\Lib\site-packages\numpy\core\numeric.py:1129(roll)
       27    0.000    0.000    0.001    0.000 C:\python\python3.12\Lib\site-packages\backtrader\lineseries.py:568(home)
        8    0.000    0.000    0.001    0.000 C:\python\python3.12\Lib\site-packages\numpy\core\fromnumeric.py:2421(all)
      523    0.001    0.000    0.001    0.000 C:\python\python3.12\Lib\site-packages\backtrader\brokers\bbroker.py:405(get_value)
        8    0.000    0.000    0.001    0.000 C:\python\python3.12\Lib\logging\__init__.py:1561(findCaller)
        3    0.000    0.000    0.001    0.000 C:\python\python3.12\Lib\site-packages\backtrader\mathsupport.py:51(<listcomp>)
       46    0.000    0.000    0.001    0.000 <frozen abc>:117(__instancecheck__)
        1    0.000    0.000    0.001    0.001 C:\python\python3.12\Lib\site-packages\backtrader\analyzers\sqn.py:73(stop)
        4    0.000    0.000    0.001    0.000 C:\python\python3.12\Lib\site-packages\pandas\core\construction.py:517(sanitize_array)
        8    0.000    0.000    0.001    0.000 C:\python\python3.12\Lib\site-packages\pandas\core\internals\managers.py:605(<listcomp>)
        1    0.000    0.000    0.001    0.001 C:\python\python3.12\Lib\site-packages\backtrader\analyzers\vwr.py:135(stop)
        2    0.000    0.000    0.001    0.000 C:\python\python3.12\Lib\site-packages\pandas\core\ops\array_ops.py:240(arithmetic_op)
     1071    0.001    0.000    0.001    0.000 {method 'items' of 'dict' objects}
        8    0.000    0.000    0.001    0.000 C:\python\python3.12\Lib\site-packages\numpy\core\shape_base.py:219(vstack)
      770    0.001    0.000    0.001    0.000 {built-in method builtins.next}
        8    0.000    0.000    0.001    0.000 C:\python\python3.12\Lib\site-packages\numpy\core\fromnumeric.py:71(_wrapreduction)
       16    0.000    0.000    0.001    0.000 C:\python\python3.12\Lib\site-packages\pandas\core\internals\managers.py:602(copy_func)
        8    0.000    0.000    0.001    0.000 C:\python\python3.12\Lib\site-packages\backtrader\feed.py:167(_start_finish)
       27    0.000    0.000    0.001    0.000 C:\python\python3.12\Lib\site-packages\backtrader\lineseries.py:284(home)
      620    0.001    0.000    0.001    0.000 C:\python\python3.12\Lib\site-packages\backtrader\metabase.py:81(dopostinit)
       46    0.000    0.000    0.001    0.000 {built-in method _abc._abc_instancecheck}
       11    0.000    0.000    0.001    0.000 C:\python\python3.12\Lib\site-packages\backtrader\lineiterator.py:130(dopostinit)
      495    0.001    0.000    0.001    0.000 C:\python\python3.12\Lib\site-packages\backtrader\order.py:457(accept)
       22    0.000    0.000    0.001    0.000 C:\python\python3.12\Lib\site-packages\backtrader\metabase.py:183(_getkwargs)
      200    0.001    0.000    0.001    0.000 C:\python\python3.12\Lib\site-packages\backtrader\analyzers\timereturn.py:112(notify_fund)
      115    0.000    0.000    0.001    0.000 C:\Users\21471\WorkBuddy\quant system\backtest_system\backtest_engine.py:312(<genexpr>)
      100    0.000    0.000    0.001    0.000 C:\python\python3.12\Lib\site-packages\backtrader\analyzers\drawdown.py:90(notify_fund)
       16    0.000    0.000    0.001    0.000 C:\python\python3.12\Lib\site-packages\pandas\core\indexes\base.py:1017(view)
      123    0.000    0.000    0.001    0.000 C:\Users\21471\WorkBuddy\quant system\backtest_system\backtest_engine.py:313(<genexpr>)
        1    0.000    0.000    0.001    0.001 C:\python\python3.12\Lib\site-packages\pandas\core\series.py:1228(_get_rows_with_mask)
        8    0.000    0.000    0.001    0.000 C:\python\python3.12\Lib\logging\__init__.py:606(formatTime)
     1200    0.001    0.000    0.001    0.000 C:\python\python3.12\Lib\site-packages\backtrader\analyzer.py:218(next)
        8    0.000    0.000    0.001    0.000 C:\python\python3.12\Lib\site-packages\backtrader\feed.py:68(dopostinit)
       10    0.000    0.000    0.000    0.000 C:\python\python3.12\Lib\site-packages\backtrader\observer.py:36(dopreinit)
       11    0.000    0.000    0.000    0.000 C:\python\python3.12\Lib\site-packages\backtrader\lineiterator.py:106(dopreinit)
     31/2    0.000    0.000    0.000    0.000 C:\python\python3.12\Lib\site-packages\backtrader\utils\autodict.py:83(_close)
      650    0.000    0.000    0.000    0.000 C:\python\python3.12\Lib\site-packages\backtrader\brokers\bbroker.py:362(get_cash)
       24    0.000    0.000    0.000    0.000 C:\python\python3.12\Lib\logging\__init__.py:194(_is_internal_frame)
      495    0.000    0.000    0.000    0.000 {method 'setdefault' of 'dict' objects}
        8    0.000    0.000    0.000    0.000 C:\python\python3.12\Lib\site-packages\backtrader\lineseries.py:556(backwards)
     50/1    0.000    0.000    0.000    0.000 <frozen abc>:121(__subclasscheck__)
      115    0.000    0.000    0.000    0.000 C:\Users\21471\WorkBuddy\quant system\backtest_system\backtest_engine.py:309(<genexpr>)
     50/1    0.000    0.000    0.000    0.000 {built-in method _abc._abc_subclasscheck}
      830    0.000    0.000    0.000    0.000 C:\python\python3.12\Lib\typing.py:2287(cast)
       43    0.000    0.000    0.000    0.000 C:\python\python3.12\Lib\site-packages\backtrader\metabase.py:167(_getkeys)
      200    0.000    0.000    0.000    0.000 C:\python\python3.12\Lib\site-packages\backtrader\cerebro.py:1706(_check_timers)
      500    0.000    0.000    0.000    0.000 C:\python\python3.12\Lib\site-packages\backtrader\order.py:265(_setplimit)
        1    0.000    0.000    0.000    0.000 C:\python\python3.12\Lib\site-packages\backtrader\analyzers\tradeanalyzer.py:72(stop)
        1    0.000    0.000    0.000    0.000 C:\python\python3.12\Lib\re\_parser.py:979(parse)
      495    0.000    0.000    0.000    0.000 C:\python\python3.12\Lib\site-packages\backtrader\comminfo.py:161(margin)
        9    0.000    0.000    0.000    0.000 {method 'reduce' of 'numpy.ufunc' objects}
        8    0.000    0.000    0.000    0.000 C:\python\python3.12\Lib\site-packages\backtrader\lineseries.py:256(backwards)
      245    0.000    0.000    0.000    0.000 C:\python\python3.12\Lib\site-packages\backtrader\comminfo.py:258(get_credit_interest)
     1400    0.000    0.000    0.000    0.000 C:\python\python3.12\Lib\site-packages\backtrader\analyzer.py:202(notify_cashvalue)
       90    0.000    0.000    0.000    0.000 C:\python\python3.12\Lib\site-packages\pandas\core\internals\blocks.py:2868(extend_blocks)
        8    0.000    0.000    0.000    0.000 <frozen ntpath>:242(basename)
        1    0.000    0.000    0.000    0.000 C:\python\python3.12\Lib\site-packages\pandas\core\internals\managers.py:1973(get_rows_with_mask)
      620    0.000    0.000    0.000    0.000 C:\python\python3.12\Lib\site-packages\backtrader\metabase.py:67(doprenew)
        9    0.000    0.000    0.000    0.000 C:\python\python3.12\Lib\site-packages\backtrader\lineseries.py:565(reset)
        7    0.000    0.000    0.000    0.000 C:\python\python3.12\Lib\site-packages\backtrader\analyzer.py:178(_nextstart)
        2    0.000    0.000    0.000    0.000 C:\python\python3.12\Lib\site-packages\pandas\core\ops\array_ops.py:189(_na_arithmetic_op)
      139    0.000    0.000    0.000    0.000 C:\python\python3.12\Lib\site-packages\backtrader\linebuffer.py:238(home)
       19    0.000    0.000    0.000    0.000 C:\python\python3.12\Lib\site-packages\pandas\core\indexes\base.py:650(_simple_new)
        8    0.000    0.000    0.000    0.000 C:\python\python3.12\Lib\site-packages\pandas\core\internals\blocks.py:2776(new_block_2d)
        1    0.000    0.000    0.000    0.000 C:\python\python3.12\Lib\site-packages\backtrader\cerebro.py:296(__init__)
    12/11    0.000    0.000    0.000    0.000 {built-in method numpy.asarray}
        8    0.000    0.000    0.000    0.000 <frozen ntpath>:208(split)
      123    0.000    0.000    0.000    0.000 C:\Users\21471\WorkBuddy\quant system\backtest_system\backtest_engine.py:310(<genexpr>)
        9    0.000    0.000    0.000    0.000 C:\python\python3.12\Lib\site-packages\backtrader\lineseries.py:277(reset)
      620    0.000    0.000    0.000    0.000 C:\python\python3.12\Lib\site-packages\backtrader\metabase.py:74(dopreinit)
       16    0.000    0.000    0.000    0.000 C:\python\python3.12\Lib\site-packages\pandas\core\indexes\base.py:774(_view)
      2/1    0.000    0.000    0.000    0.000 C:\python\python3.12\Lib\re\_parser.py:456(_parse_sub)
     1000    0.000    0.000    0.000    0.000 C:\python\python3.12\Lib\site-packages\backtrader\analyzer.py:206(notify_fund)
      501    0.000    0.000    0.000    0.000 {built-in method builtins.iter}
      100    0.000    0.000    0.000    0.000 C:\Users\21471\WorkBuddy\quant system\backtest_system\strategy_adapter.py:256(<listcomp>)
      680    0.000    0.000    0.000    0.000 {method 'items' of 'collections.OrderedDict' objects}
      160    0.000    0.000    0.000    0.000 C:\python\python3.12\Lib\site-packages\numpy\core\numerictypes.py:283(issubclass_)
        1    0.000    0.000    0.000    0.000 C:\python\python3.12\Lib\re\_compiler.py:573(_code)
       56    0.000    0.000    0.000    0.000 C:\python\python3.12\Lib\site-packages\backtrader\linebuffer.py:260(backwards)
       97    0.000    0.000    0.000    0.000 {method 'copy' of 'numpy.ndarray' objects}
      495    0.000    0.000    0.000    0.000 C:\python\python3.12\Lib\site-packages\backtrader\order.py:408(active)
       80    0.000    0.000    0.000    0.000 C:\python\python3.12\Lib\site-packages\pandas\core\internals\blocks.py:221(_can_consolidate)
      495    0.000    0.000    0.000    0.000 C:\python\python3.12\Lib\site-packages\backtrader\order.py:421(addcomminfo)
        8    0.000    0.000    0.000    0.000 C:\python\python3.12\Lib\logging\__init__.py:1087(flush)
       24    0.000    0.000    0.000    0.000 <frozen ntpath>:51(normcase)
        4    0.000    0.000    0.000    0.000 C:\python\python3.12\Lib\site-packages\pandas\core\internals\managers.py:1882(from_array)
      742    0.000    0.000    0.000    0.000 C:\python\python3.12\Lib\site-packages\backtrader\metabase.py:141(<lambda>)
      7/5    0.000    0.000    0.000    0.000 C:\python\python3.12\Lib\site-packages\backtrader\analyzer.py:307(_start)
      200    0.000    0.000    0.000    0.000 C:\python\python3.12\Lib\site-packages\backtrader\analyzers\returns.py:154(_on_dt_over)
        8    0.000    0.000    0.000    0.000 C:\python\python3.12\Lib\site-packages\pandas\core\internals\managers.py:2304(<listcomp>)
      495    0.000    0.000    0.000    0.000 C:\python\python3.12\Lib\site-packages\backtrader\comminfo.py:251(cashadjust)
       14    0.000    0.000    0.000    0.000 C:\python\python3.12\Lib\site-packages\backtrader\analyzer.py:231(nextstart)
      349    0.000    0.000    0.000    0.000 {built-in method builtins.pow}
      100    0.000    0.000    0.000    0.000 C:\python\python3.12\Lib\site-packages\backtrader\brokers\bbroker.py:1116(_process_order_history)
    14/11    0.000    0.000    0.000    0.000 C:\python\python3.12\Lib\site-packages\backtrader\analyzer.py:190(_start)
      750    0.000    0.000    0.000    0.000 {method 'strip' of 'str' objects}
      100    0.000    0.000    0.000    0.000 C:\Users\21471\WorkBuddy\quant system\backtest_system\strategy_adapter.py:292(<listcomp>)
      100    0.000    0.000    0.000    0.000 C:\Users\21471\WorkBuddy\quant system\test_optimization_performance.py:42(get_sell_signals)
       14    0.000    0.000    0.000    0.000 C:\python\python3.12\Lib\site-packages\backtrader\analyzer.py:78(dopostinit)
        8    0.000    0.000    0.000    0.000 <frozen ntpath>:231(splitext)
      490    0.000    0.000    0.000    0.000 C:\python\python3.12\Lib\site-packages\backtrader\comminfo.py:165(stocklike)
        8    0.000    0.000    0.000    0.000 C:\python\python3.12\Lib\site-packages\backtrader\feeds\pandafeed.py:212(<listcomp>)
        8    0.000    0.000    0.000    0.000 C:\python\python3.12\Lib\site-packages\numpy\core\shape_base.py:81(atleast_2d)
        8    0.000    0.000    0.000    0.000 C:\python\python3.12\Lib\site-packages\pandas\core\frame.py:663(_constructor_from_mgr)
        8    0.000    0.000    0.000    0.000 C:\python\python3.12\Lib\site-packages\numpy\core\fromnumeric.py:1025(argsort)
      100    0.000    0.000    0.000    0.000 C:\python\python3.12\Lib\site-packages\backtrader\analyzers\vwr.py:162(notify_fund)
      2/1    0.000    0.000    0.000    0.000 C:\python\python3.12\Lib\re\_parser.py:516(_parse)
      294    0.000    0.000    0.000    0.000 C:\python\python3.12\Lib\site-packages\backtrader\lineroot.py:80(_stage2)
        1    0.000    0.000    0.000    0.000 C:\python\python3.12\Lib\site-packages\backtrader\analyzers\sharpe.py:143(stop)
      250    0.000    0.000    0.000    0.000 C:\python\python3.12\Lib\site-packages\backtrader\brokers\bbroker.py:994(_slip_up)
        8    0.000    0.000    0.000    0.000 C:\python\python3.12\Lib\site-packages\pandas\core\internals\base.py:82(shape)
      102    0.000    0.000    0.000    0.000 C:\python\python3.12\Lib\site-packages\backtrader\analyzers\timereturn.py:125(on_dt_over)
        8    0.000    0.000    0.000    0.000 C:\python\python3.12\Lib\site-packages\backtrader\lineseries.py:562(extend)
        7    0.000    0.000    0.000    0.000 C:\python\python3.12\Lib\site-packages\backtrader\analyzers\calmar.py:101(on_dt_over)
        1    0.000    0.000    0.000    0.000 C:\python\python3.12\Lib\site-packages\pandas\core\dtypes\cast.py:123(maybe_convert_platform)
      201    0.000    0.000    0.000    0.000 {method 'date' of 'datetime.datetime' objects}
      101    0.000    0.000    0.000    0.000 {method 'extend' of 'list' objects}
        1    0.000    0.000    0.000    0.000 C:\python\python3.12\Lib\site-packages\backtrader\strategy.py:155(_periodset)
        6    0.000    0.000    0.000    0.000 C:\python\python3.12\Lib\site-packages\pandas\core\generic.py:6306(__getattr__)
        8    0.000    0.000    0.000    0.000 C:\python\python3.12\Lib\site-packages\backtrader\lineseries.py:270(extend)
        8    0.000    0.000    0.000    0.000 {built-in method time.localtime}
      495    0.000    0.000    0.000    0.000 C:\python\python3.12\Lib\site-packages\backtrader\strategy.py:744(notify_trade)
        7    0.000    0.000    0.000    0.000 C:\python\python3.12\Lib\site-packages\backtrader\mathsupport.py:27(average)
        1    0.000    0.000    0.000    0.000 C:\python\python3.12\Lib\site-packages\backtrader\lineseries.py:99(_derive)
      3/1    0.000    0.000    0.000    0.000 C:\python\python3.12\Lib\re\_compiler.py:37(_compile)
